,name,x1,c,mass,x1_err,c_err,mass_err,set
153,04D3ez,-1.08975,0.0316364,10.29,0.0826805,0.0242523,0.012,SNLS
154,04D3fq,-0.402129,-0.0384088,9.299,0.3544,0.0645964,0.0455,SNLS
156,04D3kr,1.2316,-0.0186475,9.287,0.0824233,0.0218751,0.0665,SNLS
157,04D3lp,-1.33516,0.0200229,8.895,0.5556,0.0413813,0.125,SNLS
158,04D3mk,-0.269097,-0.140197,9.719,0.2825,0.0517945,0.349,SNLS
159,04D3nc,1.1931,-0.0800147,9.127,0.4517,0.0333843,0.0765,SNLS
161,04D3oe,-1.02836,-0.242416,7.492,0.2465,0.0569974,54.194,SNLS
162,04D4bk,1.7364,-0.105507,7.844,0.4285,0.0539054,1.086,SNLS
163,04D4dm,-0.279611,0.00263708,8.977,0.3127,0.0627945,0.1235,SNLS
164,04D4fx,0.9545,0.000902981,8.305,0.1962,0.0346894,0.6555,SNLS
165,04D4hf,0.7952,0.0372325,8.528,0.6568,0.0758696,1.2765,SNLS
166,04D4ib,0.9648,-0.131828,10.994,0.2161,0.0513915,0.118,SNLS
167,04D4id,0.6877,-0.171668,10.324,0.445,0.0598998,0.196,SNLS
168,04D4ii,1.3427,0.00651045,10.931,0.4155,0.0584414,0.149,SNLS
169,04D4in,1.5262,-0.0682901,9.101,0.1469,0.0278228,0.1015,SNLS
170,04D4ju,0.4492,0.1528,9.239,0.224,0.0329891,0.177,SNLS
171,04D4jy,0.1181,-0.107435,8.357,0.4567,0.0676266,1.803,SNLS
172,05D1cb,-0.302469,0.0133414,10.111,0.2086,0.0409384,0.0795,SNLS
173,05D1ck,-0.0919062,0.1034,9.724,0.232,0.0368239,0.172,SNLS
174,05D1dn,1.228,-0.018431,10.234,0.2228,0.0330945,0.047,SNLS
175,05D1ee,-0.60019,-0.000901322,10.973,0.184,0.0333509,0.0875,SNLS
176,05D1eo,-1.49451,-0.0509891,11.125,0.3251,0.0625149,0.177,SNLS
177,05D1hk,1.3608,-0.0173884,8.93,0.1139,0.0254767,0.147,SNLS
179,05D1iz,1.1195,-0.128996,8.911,0.5273,0.0725646,0.772,SNLS
180,05D1kl,0.6486,0.1354,8.425,0.2965,0.0390069,0.2825,SNLS
181,05D2ac,1.12,-0.0503971,11.153,0.1109,0.0248976,0.0585,SNLS
182,05D2ay,-0.481984,0.0434851,10.277,0.5909,0.0845232,0.1285,SNLS
183,05D2bv,-0.00288544,-0.101899,8.838,0.1231,0.0239876,0.111,SNLS
184,05D2by,1.3877,-0.0229874,9.413,0.4801,0.0588692,0.08,SNLS
185,05D2ci,-0.959248,0.0585065,10.977,0.239,0.0496603,0.159,SNLS
186,05D2ct,0.358,0.0960962,9.761,0.4709,0.0686352,0.0685,SNLS
187,05D2dw,1.1453,-0.0116022,8.815,0.163,0.0242815,0.196,SNLS
188,05D2eb,0.8956,-0.0515993,8.676,0.2845,0.0304566,0.3275,SNLS
189,05D2fq,0.8347,-0.0708925,10.875,0.297,0.0572373,0.1345,SNLS
190,05D2he,0.1455,0.0635486,9.418,0.3716,0.0386802,0.185,SNLS
191,05D2le,0.494,-0.0105417,8.033,0.3065,0.0499016,0.69,SNLS
192,05D2my,1.2345,-0.0315432,10.595,0.4738,0.0538129,0.1235,SNLS
193,05D2nt,1.5152,-0.00312784,9.054,0.3099,0.0504295,0.355,SNLS
194,05D3ax,0.5993,-0.0633743,8.442,0.4193,0.062602,0.39,SNLS
195,05D3ci,2.0712,0.1689,10.011,0.5717,0.0450048,0.0645,SNLS
196,05D3cx,0.6848,-0.157125,9.839,0.2999,0.0466184,0.189,SNLS
198,05D3gv,-0.834933,-0.0592846,10.726,0.2628,0.060456,0.113,SNLS
199,05D3hh,0.5317,0.00120664,10.4,0.4094,0.0599698,0.1605,SNLS
200,05D3ht,0.8974,-0.154449,9.661,0.382,0.0538172,0.136,SNLS
201,05D3jh,-0.62868,-0.13453,10.815,0.1808,0.0478076,0.1385,SNLS
202,05D3jq,1.5054,0.00549008,8.832,0.2054,0.0262792,0.4195,SNLS
204,05D3kt,-0.440549,0.0650997,9.138,0.1949,0.0468957,0.1745,SNLS
205,05D3la,-0.184778,-0.0983498,9.599,0.303,0.0497783,0.104,SNLS
206,05D3lc,-0.737134,-0.0452075,10.777,0.1065,0.0233229,0.054,SNLS
207,05D3mh,0.6152,0.0575257,10.078,0.4402,0.0515698,0.2765,SNLS
208,05D3mq,-0.701154,-0.00364334,10.723,0.1631,0.0255151,0.0765,SNLS
209,05D4ag,0.523,0.0968269,8.381,0.4791,0.0590526,0.3925,SNLS
210,05D4be,0.9102,-0.147812,9.44,0.1299,0.02633,0.1355,SNLS
211,05D4bi,0.9916,-0.132652,9.109,0.3829,0.0613769,0.218,SNLS
212,05D4bm,0.2498,-0.0617391,9.047,0.069786,0.022613,0.077,SNLS
213,05D4cq,0.6582,-0.127384,10.554,0.2586,0.0549554,0.1595,SNLS
214,05D4cw,-0.825834,-0.126166,10.503,0.1027,0.023799,0.0725,SNLS
215,05D4dw,0.3635,0.0106859,9.994,0.3293,0.0580183,0.1795,SNLS
216,05D4ef,-1.55143,-0.0639715,10.437,0.2045,0.0366618,0.131,SNLS
217,05D4ek,0.2573,0.0729494,10.855,0.177,0.0310485,0.1075,SNLS
218,05D4ff,-0.722252,-0.000689647,10.543,0.1146,0.0251567,0.1785,SNLS
219,05D4fo,-0.702166,-0.0506238,8.381,0.0870649,0.0227064,0.3655,SNLS
220,05D4hn,1.2181,0.0684142,8.467,0.7579,0.0660954,0.157,SNLS
221,06D2ca,1.3178,0.0499711,9.808,0.278,0.013288,0.2895,SNLS
222,06D2cd,0.3061,0.028592,7.908,0.9922,0.0925939,0.4595,SNLS
223,06D2ck,0.0144091,-0.0299566,11.193,0.3754,0.0239505,0.066,SNLS
224,06D2ga,1.2547,-0.0578787,9.051,0.6931,0.069932,0.2885,SNLS
225,06D3bz,-0.794959,-0.104167,10.293,0.4105,0.0658922,0.062,SNLS
226,06D3df,1.1587,-0.0240956,10.46,0.1661,0.0226953,0.032,SNLS
227,06D3dt,0.0704022,0.0915218,9.589,0.0768482,0.0215243,0.069,SNLS
228,06D3el,0.8163,-0.138012,9.554,0.1138,0.0253609,0.0975,SNLS
229,06D3en,-1.09753,-0.151459,7.715,0.3137,0.0577434,0.935,SNLS
230,06D3fp,-0.0718857,0.0485897,9.55,0.0536372,0.021833,0.2595,SNLS
231,06D3gn,-0.526615,0.1126,10.59,0.0962864,0.0252445,0.1125,SNLS
232,06D4ba,0.697,-0.0949637,8.544,0.4187,0.0672193,0.424,SNLS
233,06D4bw,0.6811,0.0171429,9.276,0.2593,0.0605961,0.1495,SNLS
234,06D4cl,1.1914,-0.0799924,9.333,0.3753,0.012325,0.4615,SNLS
235,06D4cq,0.4312,-0.0358098,9.107,0.0944513,0.0220105,0.088,SNLS
